run_id,stage_id,model_id,model_role,dataset_role,spike_def_id,target_rate,g,xmin,n_tail,alpha_powerlaw,lambda_exponential,lognorm_mu,lognorm_sigma,ll_powerlaw,ll_exponential,ll_lognormal,llr_powerlaw_vs_lognormal,llr_powerlaw_vs_exponential,config_hash,code_version
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_ONE_SIDED_POS,4e-05,1.2,7.0,5487,1.8509423827445746,0.020730458699652038,3.121077845808958,1.120829428477097,-23498.015518095504,-26755.44177401329,-25536.966323026478,2038.9508049309734,3257.426255917784,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_ONE_SIDED_POS,4e-05,1.3,7.0,5508,1.8471986393135706,0.020806654503008806,3.1262708739146388,1.114735716066263,-23640.837033617776,-26837.633144087395,-25633.277782991092,1992.440749373316,3196.7961104696187,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_ONE_SIDED_POS,8e-05,0.7,8.0,2480,1.6665369316325775,0.0038075878470393704,3.579733502322823,1.6806560549212195,-12363.775215160744,-16295.483315363435,-13684.28352875707,1320.5083135963268,3931.7081002026916,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_ONE_SIDED_POS,8e-05,0.8,8.0,2599,1.6581474755863321,0.0040012008221012845,3.5988578383223433,1.6798820588792824,-13039.66143447447,-16948.496808455537,-14389.415374558019,1349.7539400835485,3908.8353739810664,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_ONE_SIDED_POS,8e-05,0.85,8.0,2615,1.6512473094111721,0.004025343501109856,3.6149565227768847,1.6795470991589732,-13189.59541941998,-17037.10425309011,-14519.576284406448,1329.980864986468,3847.50883367013,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_ONE_SIDED_POS,8e-05,0.9,8.0,2577,1.6472877212005743,0.003968082878576972,3.624349574455775,1.6917545283522344,-13037.852068019805,-16826.44986723276,-14351.452880883724,1313.6008128639187,3788.5977992129556,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_ONE_SIDED_POS,8e-05,0.95,8.0,2576,1.6431145538196883,0.003966836263289517,3.6343744755726255,1.689506904555678,-13075.278551072595,-16820.729799876695,-14368.283285639536,1293.004734566941,3745.4512488041,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_ONE_SIDED_POS,8e-05,1.0,8.0,2621,1.659625147190623,0.004036940858277346,3.5954540895019593,1.684089342498196,-13135.240190125984,-17068.654656387538,-14508.853705642721,1373.6135155167376,3933.4144662615545,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_ONE_SIDED_POS,8e-05,1.05,8.0,2597,1.6651450833900752,0.003998472666582499,3.5828729357799842,1.681602542899378,-12960.648002133392,-16937.2258142748,-14339.487949910661,1378.8399477772691,3976.577812141408,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_ONE_SIDED_POS,8e-05,1.1,8.0,2618,1.666635220530734,0.004038160462121037,3.579512298823242,1.6833524943773703,-13050.794343234758,-17048.327045234582,-14449.365527438746,1398.5711842039873,3997.532701999824,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_ONE_SIDED_POS,8e-05,1.15,8.0,2644,1.681498446769941,0.004077641753571021,3.5467963166461516,1.67105741309358,-13035.601156874145,-17191.913198254628,-14486.98221335985,1451.381056485705,4156.312041380483,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_ONE_SIDED_POS,8e-05,1.2,8.0,2641,1.683402010173217,0.004076038726226323,3.5427091134953432,1.6755832433657523,-13002.649515129968,-17173.444939005603,-14466.893453752662,1464.2439386226943,4170.795423875636,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_ONE_SIDED_POS,8e-05,1.3,7.0,2924,1.6993407503479623,0.004499160638806953,3.3758282533591775,1.669601195226314,-13840.594426423546,-18724.899576692165,-15518.69601764014,1678.101591216595,4884.305150268619,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_TWO_SIDED_ABS,1e-05,0.7,3.0,7602,2.588456758548881,0.2005593077247784,1.7281541346252762,0.6966448502036683,-17221.503764273795,-19815.71739460893,-21176.2310078066,3954.727243532805,2594.2136303351363,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_TWO_SIDED_ABS,1e-05,0.8,3.0,7594,2.5847841847844593,0.2001159481395594,1.7296130328710222,0.6997963052454119,-17232.03745954669,-19811.670231841425,-21199.300949833734,3967.263490287045,2579.6327722947353,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_TWO_SIDED_ABS,1e-05,0.85,3.0,7595,2.576484550639735,0.19938569778431167,1.732935028839716,0.7016544796084165,-17299.417289743003,-19842.044971407464,-21247.463427535073,3948.046137792069,2542.6276816644604,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_TWO_SIDED_ABS,1e-05,0.9,3.0,7621,2.568750345507077,0.20010502822633583,1.73606234747703,0.6973916168561209,-17419.952268420166,-19882.525280561815,-21297.591083310588,3877.6388148904225,2462.573012141649,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_TWO_SIDED_ABS,1e-05,0.95,3.0,7615,2.5604990479487393,0.20040001052659281,1.7394329295486601,0.695166457975248,-17472.06356139916,-19855.65451290941,-21282.154577506284,3810.0910161071224,2383.5909515102467,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_TWO_SIDED_ABS,1e-05,1.0,3.0,7641,2.562217059910658,0.2012961353038805,1.7387282019184676,0.6937905000885846,-17517.92620990925,-19889.356007548133,-21334.2947262467,3816.3685163374503,2371.4297976388843,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_TWO_SIDED_ABS,1e-05,1.05,3.0,7685,2.571040576218576,0.2033552962345532,1.735133085862893,0.6928992495536249,-17547.889796116604,-19925.672626736698,-21419.639267448518,3871.749471331914,2377.7828306200936,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_TWO_SIDED_ABS,1e-05,1.1,3.0,7685,2.5747519500682547,0.20393270353465662,1.7336329342730619,0.6917038867273083,-17518.22775392842,-19903.8827479452,-21394.841290340853,3876.6135364124348,2385.6549940167824,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_TWO_SIDED_ABS,1e-05,1.15,3.0,7713,2.576760259400925,0.20494220805101634,1.732824112588596,0.6902594895671282,-17565.986037079554,-19938.315191086625,-21450.431209222093,3884.4451721425394,2372.3291540070713,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_TWO_SIDED_ABS,1e-05,1.2,3.0,7644,2.565795831959093,0.20214735283228433,1.737265157445273,0.6923557694097588,-17496.129495028934,-19864.9090417967,-21315.66360892888,3819.5341138999465,2368.779546767768,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_TWO_SIDED_ABS,1e-05,1.3,3.0,7582,2.5595827101172457,0.19968922015328294,1.7398094457748476,0.6938673781213966,-17403.65572819317,-19796.54907931746,-21178.600013905332,3774.944285712161,2392.8933511242903,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_TWO_SIDED_ABS,2e-05,0.7,5.0,6804,2.1717045887447872,0.06869604725124943,2.462895353504013,0.8384383622005781,-22483.380853246737,-25025.54485538212,-25213.036280185566,2729.655426938829,2542.1640021353815,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
RUN_S05_ae9d76afcc57,PHASE5_ANALYZE_AND_EXPORT,D:\models\Qwen2.5-7B-Instruct,INSTRUCT,A,SPIKE_TWO_SIDED_ABS,2e-05,0.8,5.0,6704,2.1574410529738124,0.06755817117289611,2.473412796883464,0.8436325475378467,-22305.556961171562,-24769.712987476847,-24954.386892912284,2648.829931740722,2464.156026305285,d7513f37dfef6ac197df439f23d61891c0289288c4ddd47c86137d9e5c59fbbe,no_git_metadata
